CODMUNRES_str,TOTAL_REGISTROS,STATUS_VALIDACAO,NOME_MUNICIPIO_IBGE
261260,23,Correspondência Exata,Santa Maria Da Boa Vista
421227,23,Correspondência Exata,Passos Maia
500830,23,Correspondência Exata,Três Lagoas
351530,23,Correspondência Exata,Estrela Do Norte
420543,23,Correspondência Exata,Formosa Do Sul
353100,23,Correspondência Exata,Monções
352585,23,Correspondência Exata,Jumirim
352265,23,Correspondência Exata,Itapirapuã Paulista
352910,23,Correspondência Exata,Marinópolis
421187,23,Correspondência Exata,Paial
353090,23,Correspondência Exata,Mombuca
350775,22,Correspondência Exata,Brejo Alegre
421895,22,Correspondência Exata,Urupema
420000,22,Não Encontrado / Inconsistente,Não Encontrado
421885,22,Correspondência Exata,União Do Oeste
354030,22,Correspondência Exata,Pontes Gestal
421917,22,Correspondência Exata,Vargem Bonita
500100,22,Correspondência Exata,Aparecida Do Taboado
353215,22,Correspondência Exata,Nantes
280030,21,Correspondência Exata,Aracaju
353284,21,Correspondência Exata,Nova Canaã Paulista
353970,21,Correspondência Exata,Platina
270430,21,Correspondência Exata,Maceió
500630,21,Correspondência Exata,Paranaíba
420075,21,Correspondência Exata,Alto Bela Vista
420675,21,Correspondência Exata,Ibiam
313420,21,Correspondência Exata,Ituiutaba
291260,21,Correspondência Exata,Ibiquera
354840,21,Correspondência Exata,Santópolis Do Aguapeí
261160,21,Correspondência Exata,Recife
353715,21,Correspondência Exata,Pedrinhas Paulista
353625,21,Correspondência Exata,Parisi
421835,21,Correspondência Exata,Treviso
421755,20,Correspondência Exata,Serra Alta
354323,20,Correspondência Exata,Ribeirão Dos Índios
354625,20,Correspondência Exata,Santa Cruz Da Esperança
354765,20,Correspondência Exata,Santa Salete
421055,20,Correspondência Exata,Marema
420920,19,Correspondência Exata,Lacerdópolis
353310,19,Correspondência Exata,Nova Guataporanga
421555,19,Correspondência Exata,Santa Helena
314340,19,Correspondência Exata,Monte Sião
420315,19,Correspondência Exata,Calmon
355530,19,Correspondência Exata,Turmalina
420325,19,Correspondência Exata,Capão Alto
421335,19,Correspondência Exata,Ponte Alta Do Norte
354900,19,Correspondência Exata,São Francisco
420895,19,Correspondência Exata,Jardinópolis
351519,19,Correspondência Exata,Espírito Santo Do Turvo
352120,19,Correspondência Exata,Iporanga
351565,18,Correspondência Exata,Fernão
510340,18,Correspondência Exata,Cuiabá
350470,18,Correspondência Exata,Balbinos
351385,18,Correspondência Exata,Dirce Reis
420215,18,Correspondência Exata,Belmonte
420517,18,Correspondência Exata,Entre Rios
352790,18,Correspondência Exata,Lutécia
421560,18,Correspondência Exata,Santa Rosa De Lima
351330,18,Correspondência Exata,Cruzália
500620,18,Correspondência Exata,Nova Andradina
421505,17,Correspondência Exata,Rio Rufino
410830,17,Correspondência Exata,Foz Do Iguaçu
410315,17,Correspondência Exata,Bom Jesus Do Sul
420980,17,Correspondência Exata,Leoberto Leal
353330,17,Correspondência Exata,Nova Luzitânia
421300,17,Correspondência Exata,Pinheiro Preto
420253,17,Correspondência Exata,Bom Jesus
355695,17,Correspondência Exata,Vitória Brasil
421390,17,Correspondência Exata,Presidente Castello Branco
421410,16,Correspondência Exata,Presidente Nereu
211130,16,Correspondência Exata,São Luís
355475,16,Correspondência Exata,Trabiju
291125,16,Correspondência Exata,Gavião
352965,16,Correspondência Exata,Mesópolis
420165,16,Correspondência Exata,Arvoredo
421575,16,Correspondência Exata,São Bernardino
431173,16,Correspondência Exata,Mampituba
420257,16,Correspondência Exata,Bom Jesus Do Oeste
420560,16,Correspondência Exata,Galvão
313240,15,Correspondência Exata,Itajubá
355570,15,Correspondência Exata,União Paulista
420535,15,Correspondência Exata,Flor Do Sertão
420785,15,Correspondência Exata,Irati
421795,15,Correspondência Exata,Tigrinhos
351270,15,Correspondência Exata,Corumbataí
411520,15,Correspondência Exata,Maringá
420519,15,Correspondência Exata,Ermo
421005,15,Correspondência Exata,Macieira
260300,15,Correspondência Exata,Cabrobó
150140,15,Correspondência Exata,Belém
316470,14,Correspondência Exata,São Sebastião Do Paraíso
420945,14,Correspondência Exata,Lajeado Grande
310260,14,Correspondência Exata,Andradas
355590,14,Correspondência Exata,Uru
160030,14,Correspondência Exata,Macapá
350335,14,Correspondência Exata,Arco-Íris
420917,14,Correspondência Exata,Jupiá
521150,14,Correspondência Exata,Itumbiara
350395,14,Correspondência Exata,Aspásia
421569,14,Correspondência Exata,Santiago Do Sul
500190,14,Correspondência Exata,Bataguassu
312870,14,Correspondência Exata,Guaxupé
421185,14,Correspondência Exata,Ouro Verde
420209,13,Correspondência Exata,Barra Bonita
411990,13,Correspondência Exata,Ponta Grossa
352750,13,Correspondência Exata,Lucianópolis
410940,13,Correspondência Exata,Guarapuava
314800,13,Correspondência Exata,Patos De Minas
351580,13,Correspondência Exata,Flora Rica
421430,13,Correspondência Exata,Rancho Queimado
140010,13,Correspondência Exata,Boa Vista
420055,13,Correspondência Exata,Águas Frias
310400,13,Correspondência Exata,Araxá
420419,13,Correspondência Exata,Chapadão Do Lageado
410580,13,Correspondência Exata,Colombo
354720,13,Correspondência Exata,Santana Da Ponte Pensa
350745,13,Correspondência Exata,Borebi
355715,13,Correspondência Exata,Zacarias
510760,12,Correspondência Exata,Rondonópolis
313862,12,Correspondência Exata,Limeira Do Oeste
110020,12,Correspondência Exata,Porto Velho
315160,11,Correspondência Exata,Planura
430510,11,Correspondência Exata,Caxias Do Sul
317040,11,Correspondência Exata,Unaí
500370,11,Correspondência Exata,Dourados
412550,11,Correspondência Exata,São José Dos Pinhais
510180,11,Correspondência Exata,Barra Do Garças
314600,11,Correspondência Exata,Ouro Fino
311640,11,Correspondência Exata,Claraval
520510,11,Correspondência Exata,Catalão
431244,11,Correspondência Exata,Morrinhos Do Sul
260875,11,Correspondência Exata,Lagoa Grande
314790,11,Correspondência Exata,Passos
315250,11,Correspondência Exata,Pouso Alegre
313340,10,Correspondência Exata,Itapagipe
420475,10,Correspondência Exata,Cunhataí
410785,10,Correspondência Exata,Flor Da Serra Do Sul
250750,10,Correspondência Exata,João Pessoa
421715,10,Correspondência Exata,São Miguel Da Boa Vista
354925,10,Correspondência Exata,São João De Iracema
410150,10,Correspondência Exata,Arapongas
354085,10,Correspondência Exata,Pracinha
330330,10,Correspondência Exata,Niterói
310410,10,Correspondência Exata,Arceburgo
311455,10,Correspondência Exata,Carneirinho
313490,10,Correspondência Exata,Jacutinga
314700,10,Correspondência Exata,Paracatu
521850,9,Correspondência Exata,Quirinópolis
520450,9,Correspondência Exata,Caldas Novas
230440,9,Correspondência Exata,Fortaleza
330100,9,Correspondência Exata,Campos Dos Goytacazes
120040,9,Correspondência Exata,Rio Branco
330420,9,Correspondência Exata,Resende
170950,9,Correspondência Exata,Gurupi
270240,9,Correspondência Exata,Delmiro Gouveia
500290,9,Correspondência Exata,Cassilândia
520110,9,Correspondência Exata,Anápolis
320520,9,Correspondência Exata,Vila Velha
330380,9,Correspondência Exata,Paraty
210530,9,Correspondência Exata,Imperatriz
410850,8,Correspondência Exata,General Carneiro
410960,8,Correspondência Exata,Guaratuba
410360,8,Correspondência Exata,Cambará
150420,8,Correspondência Exata,Marabá
520140,8,Correspondência Exata,Aparecida De Goiânia
410480,8,Correspondência Exata,Cascavel
260515,8,Correspondência Exata,Dormentes
410680,8,Correspondência Exata,Cruz Machado
311110,8,Correspondência Exata,Campina Verde
312970,8,Correspondência Exata,Ibiraci
316860,8,Correspondência Exata,Teófilo Otoni
431340,8,Correspondência Exata,Novo Hamburgo
316130,8,Correspondência Exata,São Francisco De Sales
316210,8,Correspondência Exata,São Gotardo
312430,8,Correspondência Exata,Espinosa
521630,7,Correspondência Exata,Paranaiguara
330630,7,Correspondência Exata,Volta Redonda
270030,7,Correspondência Exata,Arapiraca
432150,7,Correspondência Exata,Torres
412180,7,Correspondência Exata,Ribeirão Claro
314730,7,Correspondência Exata,Paraisópolis
520910,7,Correspondência Exata,Goiatuba
421165,7,Correspondência Exata,Novo Horizonte
315980,7,Correspondência Exata,Santa Vitória
510025,7,Correspondência Exata,Alta Floresta
411180,7,Correspondência Exata,Jacarezinho
500470,7,Correspondência Exata,Ivinhema
314330,7,Correspondência Exata,Montes Claros
330390,7,Correspondência Exata,Petrópolis
320530,7,Correspondência Exata,Vitória
280290,7,Correspondência Exata,Itabaiana
260160,7,Correspondência Exata,Belém Do São Francisco
410840,6,Correspondência Exata,Francisco Beltrão
510525,6,Correspondência Exata,Lucas Do Rio Verde
411860,6,Correspondência Exata,Paula Freitas
411910,6,Correspondência Exata,Piên
315340,6,Correspondência Exata,Presidente Olegário
280740,6,Correspondência Exata,Tobias Barreto
310350,6,Correspondência Exata,Araguari
320500,6,Correspondência Exata,Serra
314055,6,Correspondência Exata,Mata Verde
311730,6,Correspondência Exata,Conceição Das Alagoas
172100,6,Correspondência Exata,Palmas
260020,6,Correspondência Exata,Afrânio
260980,6,Correspondência Exata,Orocó
221050,6,Correspondência Exata,São Pedro Do Piauí
412560,6,Correspondência Exata,São Mateus Do Sul
314810,6,Correspondência Exata,Patrocínio
411320,6,Correspondência Exata,Lapa
221100,6,Correspondência Exata,Teresina
353286,6,Correspondência Exata,Nova Castilho
150613,6,Correspondência Exata,Redenção
520425,6,Correspondência Exata,Cachoeira Dourada
316930,6,Correspondência Exata,Três Corações
311860,6,Correspondência Exata,Contagem
314320,6,Correspondência Exata,Monte Santo De Minas
410140,6,Correspondência Exata,Apucarana
350720,6,Correspondência Exata,Borá
312770,6,Correspondência Exata,Governador Valadares
330170,6,Correspondência Exata,Duque De Caxias
431870,6,Correspondência Exata,São Leopoldo
311930,5,Correspondência Exata,Coromandel
410040,5,Correspondência Exata,Almirante Tamandaré
230730,5,Correspondência Exata,Juazeiro Do Norte
430460,5,Correspondência Exata,Canoas
521310,5,Correspondência Exata,Mineiros
330010,5,Correspondência Exata,Angra Dos Reis
311060,5,Correspondência Exata,Cambuí
500295,5,Correspondência Exata,Chapadão Do Sul
315280,5,Correspondência Exata,Prata
510030,5,Correspondência Exata,Alto Araguaia
311130,5,Correspondência Exata,Campo Do Meio
317100,5,Correspondência Exata,Vazante
261100,5,Correspondência Exata,Petrolândia
260990,5,Correspondência Exata,Ouricuri
315460,5,Correspondência Exata,Ribeirão Das Neves
311240,5,Correspondência Exata,Capetinga
313290,5,Correspondência Exata,Itamogi
110030,5,Correspondência Exata,Vilhena
500400,5,Correspondência Exata,Glória De Dourados
330350,5,Correspondência Exata,Nova Iguaçu
261220,5,Correspondência Exata,Salgueiro
411540,5,Correspondência Exata,Marmeleiro
330040,5,Correspondência Exata,Barra Mansa
313720,5,Correspondência Exata,Lagoa Da Prata
411950,5,Correspondência Exata,Piraquara
310100,5,Correspondência Exata,Águas Vermelhas
110012,5,Correspondência Exata,Ji-Paraná
411820,5,Correspondência Exata,Paranaguá
522185,5,Correspondência Exata,Valparaíso De Goiás
172090,4,Correspondência Exata,Taguatinga
431410,4,Correspondência Exata,Passo Fundo
150730,4,Correspondência Exata,São Félix Do Xingu
411420,4,Correspondência Exata,Mandaguari
521190,4,Correspondência Exata,Jataí
311510,4,Correspondência Exata,Cássia
310670,4,Correspondência Exata,Betim
420445,4,Correspondência Exata,Coronel Martins
150080,4,Correspondência Exata,Ananindeua
522040,4,Correspondência Exata,São Simão
520430,4,Correspondência Exata,Caçu
313670,4,Correspondência Exata,Juiz De Fora
313250,4,Correspondência Exata,Itamarandiba
313350,4,Correspondência Exata,Itapecerica
261480,4,Correspondência Exata,Tacaratu
315070,4,Correspondência Exata,Pirajuba
410980,4,Correspondência Exata,Ibiporã
312245,4,Correspondência Exata,Divisópolis
320120,4,Correspondência Exata,Cachoeiro De Itapemirim
410765,4,Correspondência Exata,Fazenda Rio Grande
261040,4,Correspondência Exata,Parnamirim
411760,4,Correspondência Exata,Palmas
431750,4,Correspondência Exata,Santo Ângelo
500780,4,Correspondência Exata,Selvíria
260790,4,Correspondência Exata,Jaboatão Dos Guararapes
431440,4,Correspondência Exata,Pelotas
312890,4,Correspondência Exata,Guimarânia
431720,4,Correspondência Exata,Santa Rosa
411870,4,Correspondência Exata,Paulo Frontin
220110,4,Correspondência Exata,Avelino Lopes
410110,4,Correspondência Exata,Andirá
280210,4,Correspondência Exata,Estância
317070,4,Correspondência Exata,Varginha
160060,4,Correspondência Exata,Santana
314760,4,Correspondência Exata,Passa Quatro
500200,4,Correspondência Exata,Batayporã
313510,4,Correspondência Exata,Janaúba
410240,4,Correspondência Exata,Bandeirantes
521830,4,Correspondência Exata,Posse
280120,4,Correspondência Exata,Canindé De São Francisco
310910,4,Correspondência Exata,Bueno Brandão
316940,4,Correspondência Exata,Três Pontas
411330,4,Correspondência Exata,Laranjeiras Do Sul
520890,4,Correspondência Exata,Goiás
314430,4,Correspondência Exata,Nanuque
330070,4,Correspondência Exata,Cabo Frio
311340,4,Correspondência Exata,Caratinga
510840,4,Correspondência Exata,Várzea Grande
410550,4,Correspondência Exata,Cianorte
312830,4,Correspondência Exata,Guaranésia
430960,4,Correspondência Exata,Horizontina
310930,4,Correspondência Exata,Buritis
310450,4,Correspondência Exata,Arinos
313310,4,Correspondência Exata,Itanhandu
432300,4,Correspondência Exata,Viamão
330320,4,Correspondência Exata,Nilópolis
520013,4,Correspondência Exata,Acreúna
521930,4,Correspondência Exata,Santa Helena De Goiás
320490,4,Correspondência Exata,São Mateus
500570,3,Correspondência Exata,Naviraí
431020,3,Correspondência Exata,Ijuí
500080,3,Correspondência Exata,Anaurilândia
312810,3,Correspondência Exata,Guapé
261255,3,Correspondência Exata,Santa Filomena
410570,3,Correspondência Exata,Clevelândia
251690,3,Correspondência Exata,Uiraúna
410640,3,Correspondência Exata,Cornélio Procópio
431990,3,Correspondência Exata,Sapiranga
316910,3,Correspondência Exata,Toledo
412625,3,Correspondência Exata,Sarandi
521000,3,Correspondência Exata,Inhumas
431140,3,Correspondência Exata,Lajeado
330490,3,Correspondência Exata,São Gonçalo
510562,3,Correspondência Exata,Mirassol D'oeste
510630,3,Correspondência Exata,Paranatinga
317130,3,Correspondência Exata,Viçosa
320405,3,Correspondência Exata,Pedro Canário
230270,3,Correspondência Exata,Campos Sales
431710,3,Correspondência Exata,Sant'ana Do Livramento
430210,3,Correspondência Exata,Bento Gonçalves
313130,3,Correspondência Exata,Ipatinga
510795,3,Correspondência Exata,Tangará Da Serra
270500,3,Correspondência Exata,Mata Grande
210005,3,Correspondência Exata,Açailândia
411570,3,Correspondência Exata,Matinhos
500230,3,Correspondência Exata,Brasilândia
510790,3,Correspondência Exata,Sinop
150060,3,Correspondência Exata,Altamira
314380,3,Correspondência Exata,Munhoz
313650,3,Correspondência Exata,Jordânia
310000,3,Não Encontrado / Inconsistente,Não Encontrado
430300,3,Correspondência Exata,Cachoeira Do Sul
280067,3,Correspondência Exata,Boquim
280300,3,Correspondência Exata,Itabaianinha
500325,3,Correspondência Exata,Costa Rica
316680,3,Correspondência Exata,Serra Do Salitre
261245,3,Correspondência Exata,Santa Cruz
510718,3,Correspondência Exata,Ribeirão Cascalheira
260110,3,Correspondência Exata,Araripina
411770,3,Correspondência Exata,Palmeira
412240,3,Correspondência Exata,Rolândia
311880,3,Correspondência Exata,Coração De Jesus
315150,3,Correspondência Exata,Piumhi
315770,3,Correspondência Exata,Santa Juliana
110002,3,Correspondência Exata,Ariquemes
251620,3,Correspondência Exata,Sousa
170550,3,Correspondência Exata,Colinas Do Tocantins
260805,3,Correspondência Exata,Jatobá
411790,3,Correspondência Exata,Palotina
411690,3,Correspondência Exata,Nova Esperança
430700,3,Correspondência Exata,Erechim
260210,3,Correspondência Exata,Bom Conselho
110028,3,Correspondência Exata,Rolim De Moura
330414,3,Correspondência Exata,Queimados
170700,3,Correspondência Exata,Dianópolis
280040,3,Correspondência Exata,Arauá
431680,3,Correspondência Exata,Santa Cruz Do Sul
211060,3,Correspondência Exata,São Bernardo
314410,3,Correspondência Exata,Muzambinho
330510,3,Correspondência Exata,São João De Meriti
411070,3,Correspondência Exata,Irati
315690,3,Correspondência Exata,Sacramento
260600,3,Correspondência Exata,Garanhuns
314100,3,Correspondência Exata,Mato Verde
521770,3,Correspondência Exata,Pontalina
500540,3,Correspondência Exata,Maracaju
430050,3,Correspondência Exata,Alpestre
430040,3,Correspondência Exata,Alegrete
510704,3,Correspondência Exata,Primavera Do Leste
431270,3,Correspondência Exata,Nonoai
171575,3,Correspondência Exata,Palmeirópolis
260940,3,Correspondência Exata,Moreno
220290,3,Correspondência Exata,Corrente
310710,3,Correspondência Exata,Boa Esperança
150808,3,Correspondência Exata,Tucumã
320320,3,Correspondência Exata,Linhares
312230,3,Correspondência Exata,Divinópolis
412410,3,Correspondência Exata,Santo Antônio Da Platina
410180,3,Correspondência Exata,Araucária
316250,3,Correspondência Exata,São João Del Rei
315710,3,Correspondência Exata,Salto Da Divisa
520350,3,Correspondência Exata,Bom Jesus De Goiás
520025,3,Correspondência Exata,Águas Lindas De Goiás
280550,3,Correspondência Exata,Poço Verde
312980,3,Correspondência Exata,Ibirité
320060,3,Correspondência Exata,Aracruz
410160,3,Correspondência Exata,Arapoti
150553,2,Correspondência Exata,Parauapebas
411850,2,Correspondência Exata,Pato Branco
250400,2,Correspondência Exata,Campina Grande
431050,2,Correspondência Exata,Iraí
314200,2,Correspondência Exata,Mirabela
431830,2,Correspondência Exata,São Gabriel
430770,2,Correspondência Exata,Esteio
521210,2,Correspondência Exata,Joviânia
430060,2,Correspondência Exata,Alvorada
410800,2,Correspondência Exata,Florestópolis
311940,2,Correspondência Exata,Coronel Fabriciano
521760,2,Correspondência Exata,Planaltina
320305,2,Correspondência Exata,Jaguaré
412796,2,Correspondência Exata,Turvo
510680,2,Correspondência Exata,Porto Dos Gaúchos
240800,2,Correspondência Exata,Mossoró
500085,2,Correspondência Exata,Angélica
316935,2,Correspondência Exata,Três Marias
330411,2,Correspondência Exata,Porto Real
310420,2,Correspondência Exata,Arcos
411010,2,Correspondência Exata,Imbituva
230765,2,Correspondência Exata,Maracanaú
110001,2,Correspondência Exata,Alta Floresta D'oeste
410425,2,Correspondência Exata,Campo Magro
430610,2,Correspondência Exata,Cruz Alta
313900,2,Correspondência Exata,Machado
320150,2,Correspondência Exata,Colatina
270510,2,Correspondência Exata,Matriz De Camaragibe
410420,2,Correspondência Exata,Campo Largo
330540,2,Correspondência Exata,Sapucaia
430790,2,Correspondência Exata,Farroupilha
150293,2,Correspondência Exata,Dom Eliseu
150295,2,Correspondência Exata,Eldorado Do Carajás
510250,2,Correspondência Exata,Cáceres
521935,2,Correspondência Exata,Santa Isabel
410280,2,Correspondência Exata,Bela Vista Do Paraíso
330520,2,Correspondência Exata,São Pedro Da Aldeia
210300,2,Correspondência Exata,Caxias
412855,2,Correspondência Exata,Vera Cruz Do Oeste
430160,2,Correspondência Exata,Bagé
411840,2,Correspondência Exata,Paranavaí
432250,2,Correspondência Exata,Vacaria
260200,2,Correspondência Exata,Bodocó
310890,2,Correspondência Exata,Brazópolis
411170,2,Correspondência Exata,Jaboti
412630,2,Correspondência Exata,Sengés
510515,2,Correspondência Exata,Juína
411200,2,Correspondência Exata,Jaguariaíva
316670,2,Correspondência Exata,Serra Dos Aimorés
432180,2,Correspondência Exata,Três De Maio
231290,2,Correspondência Exata,Sobral
432010,2,Correspondência Exata,Sarandi
432090,2,Correspondência Exata,Tapejara
317000,2,Correspondência Exata,Ubaí
314720,2,Correspondência Exata,Paraguaçu
410880,2,Correspondência Exata,Guaíra
170070,2,Correspondência Exata,Alvorada
330285,2,Correspondência Exata,Mesquita
311390,2,Correspondência Exata,Carmo Da Cachoeira
240200,2,Correspondência Exata,Caicó
230410,2,Correspondência Exata,Crateús
432000,2,Correspondência Exata,Sapucaia Do Sul
510260,2,Correspondência Exata,Campinápolis
310740,2,Correspondência Exata,Bom Despacho
412810,2,Correspondência Exata,Umuarama
412730,2,Correspondência Exata,Terra Rica
430440,2,Correspondência Exata,Canela
312330,2,Correspondência Exata,Dores Do Turvo
312020,2,Correspondência Exata,Cristais
431560,2,Correspondência Exata,Rio Grande
261090,2,Correspondência Exata,Pesqueira
510480,2,Correspondência Exata,Jaciara
510706,2,Correspondência Exata,Querência
410470,2,Correspondência Exata,Carlópolis
410020,2,Correspondência Exata,Adrianópolis
315550,2,Correspondência Exata,Rio Paranaíba
314310,2,Correspondência Exata,Monte Carmelo
261400,2,Correspondência Exata,Serrita
411710,2,Correspondência Exata,Nova Londrina
510267,2,Correspondência Exata,Campo Verde
313360,2,Correspondência Exata,Itapeva
313820,2,Correspondência Exata,Lavras
260010,2,Correspondência Exata,Afogados Da Ingazeira
312480,2,Correspondência Exata,Estrela Do Sul
311780,2,Correspondência Exata,Conceição Dos Ouros
314390,2,Correspondência Exata,Muriaé
410370,2,Correspondência Exata,Cambé
510623,2,Correspondência Exata,Nova Olímpia
260220,2,Correspondência Exata,Bom Jardim
500560,2,Correspondência Exata,Miranda
240810,2,Correspondência Exata,Natal
432166,2,Correspondência Exata,Três Cachoeiras
412405,2,Correspondência Exata,Santa Terezinha De Itaipu
430390,2,Correspondência Exata,Campo Bom
431240,2,Correspondência Exata,Montenegro
315260,2,Correspondência Exata,Pouso Alto
310270,2,Correspondência Exata,Cachoeira De Pajeú
110004,2,Correspondência Exata,Cacoal
520480,2,Correspondência Exata,Campo Alegre De Goiás
211220,2,Correspondência Exata,Timon
500430,2,Correspondência Exata,Iguatemi
430760,2,Correspondência Exata,Estância Velha
521740,2,Correspondência Exata,Pires Do Rio
521020,2,Correspondência Exata,Iporá
231400,2,Correspondência Exata,Várzea Alegre
431370,2,Correspondência Exata,Palmeira Das Missões
315780,2,Correspondência Exata,Santa Luzia
330200,2,Correspondência Exata,Itaguaí
310945,2,Correspondência Exata,Cabeceira Grande
320130,2,Correspondência Exata,Cariacica
231340,2,Correspondência Exata,Tianguá
311070,2,Correspondência Exata,Cambuquira
313925,2,Correspondência Exata,Mamonas
314535,2,Correspondência Exata,Novo Oriente De Minas
150550,2,Correspondência Exata,Paragominas
520390,2,Correspondência Exata,Buriti Alegre
316200,2,Correspondência Exata,São Gonçalo Do Sapucaí
310970,2,Correspondência Exata,Cachoeira De Minas
312070,2,Correspondência Exata,Cruzeiro Da Fortaleza
412400,2,Correspondência Exata,Santana Do Itararé
431449,2,Correspondência Exata,Pinheirinho Do Vale
510637,2,Correspondência Exata,Pedra Preta
330045,2,Correspondência Exata,Belford Roxo
312090,2,Correspondência Exata,Curvelo
313480,2,Correspondência Exata,Jacuí
310750,2,Correspondência Exata,Bom Jardim De Minas
411580,2,Correspondência Exata,Medianeira
320000,2,Não Encontrado / Inconsistente,Não Encontrado
315220,2,Correspondência Exata,Porteirinha
310190,2,Correspondência Exata,Alpinópolis
500380,2,Correspondência Exata,Fátima Do Sul
251600,2,Correspondência Exata,Solânea
280760,2,Correspondência Exata,Umbaúba
312235,2,Correspondência Exata,Divisa Alegre
330250,2,Correspondência Exata,Magé
260140,2,Correspondência Exata,Barreiros
311050,2,Correspondência Exata,Camanducaia
500790,2,Correspondência Exata,Sidrolândia
280350,2,Correspondência Exata,Lagarto
520725,2,Correspondência Exata,Doverlândia
510060,2,Correspondência Exata,Alto Taquari
310090,2,Correspondência Exata,Águas Formosas
270580,2,Correspondência Exata,Olho D'água Do Casado
313695,2,Correspondência Exata,Juvenília
510792,2,Correspondência Exata,Sorriso
316170,2,Correspondência Exata,São Gonçalo Do Abaeté
430930,2,Correspondência Exata,Guaíba
314460,2,Correspondência Exata,Nepomuceno
314530,2,Correspondência Exata,Novo Cruzeiro
314180,2,Correspondência Exata,Minas Novas
521940,2,Correspondência Exata,Santa Rita Do Araguaia
311260,2,Correspondência Exata,Capinópolis
412370,2,Correspondência Exata,Santa Isabel Do Ivaí
521400,2,Correspondência Exata,Mozarlândia
330340,2,Correspondência Exata,Nova Friburgo
520547,2,Correspondência Exata,Chapadão Do Céu
500660,2,Correspondência Exata,Ponta Porã
410590,2,Correspondência Exata,Colorado
410430,2,Correspondência Exata,Campo Mourão
261560,2,Correspondência Exata,Trindade
410130,2,Correspondência Exata,Antônio Olinto
500720,2,Correspondência Exata,Rio Brilhante
260960,2,Correspondência Exata,Olinda
412250,2,Correspondência Exata,Roncador
150680,2,Correspondência Exata,Santarém
314910,2,Correspondência Exata,Pedralva
410620,2,Correspondência Exata,Contenda
220300,2,Correspondência Exata,Cristalândia Do Piauí
150085,2,Correspondência Exata,Anapu
280510,2,Correspondência Exata,Pedrinhas
280390,2,Correspondência Exata,Malhador
280140,2,Correspondência Exata,Carira
410120,2,Correspondência Exata,Antonina
280710,2,Correspondência Exata,Simão Dias
312950,2,Correspondência Exata,Ibiá
412385,2,Correspondência Exata,Santa Maria Do Oeste
330225,2,Correspondência Exata,Itatiaia
311430,2,Correspondência Exata,Carmo Do Paranaíba
270660,2,Correspondência Exata,Paulo Jacinto
310490,2,Correspondência Exata,Baependi
521080,2,Correspondência Exata,Itajá
520640,2,Correspondência Exata,Crixás
521800,2,Correspondência Exata,Porangatu
251230,2,Correspondência Exata,Princesa Isabel
280670,2,Correspondência Exata,São Cristóvão
411915,2,Correspondência Exata,Pinhais
432195,2,Correspondência Exata,Trindade Do Sul
150503,2,Correspondência Exata,Novo Progresso
221140,1,Correspondência Exata,Várzea Grande
320332,1,Correspondência Exata,Marataízes
500124,1,Correspondência Exata,Aral Moreira
313800,1,Correspondência Exata,Laranjal
315170,1,Correspondência Exata,Poço Fundo
250890,1,Correspondência Exata,Mamanguape
150490,1,Correspondência Exata,Muaná
313140,1,Correspondência Exata,Ipiaçu
313990,1,Correspondência Exata,Maria Da Fé
320240,1,Correspondência Exata,Guarapari
150563,1,Correspondência Exata,Piçarra
150230,1,Correspondência Exata,Capitão Poço
412420,1,Correspondência Exata,Santo Antônio Do Caiuá
510642,1,Correspondência Exata,Peixoto De Azevedo
411970,1,Correspondência Exata,Planaltina Do Paraná
430350,1,Correspondência Exata,Camaquã
313005,1,Correspondência Exata,Icaraí De Minas
260410,1,Correspondência Exata,Caruaru
221080,1,Correspondência Exata,Simplício Mendes
260540,1,Correspondência Exata,Feira Nova
430820,1,Correspondência Exata,Flores Da Cunha
230770,1,Correspondência Exata,Maranguape
330120,1,Correspondência Exata,Carmo
261070,1,Correspondência Exata,Paulista
210465,1,Correspondência Exata,Governador Newton Bello
260890,1,Correspondência Exata,Limoeiro
411830,1,Correspondência Exata,Paranapoema
311090,1,Correspondência Exata,Campanha
310160,1,Correspondência Exata,Alfenas
500840,1,Correspondência Exata,Vicentina
432350,1,Correspondência Exata,Vista Alegre
220800,1,Correspondência Exata,Picos
521500,1,Correspondência Exata,Nova Veneza
311690,1,Correspondência Exata,Comendador Gomes
315810,1,Correspondência Exata,Santa Maria Do Salto
261000,1,Correspondência Exata,Palmares
130350,1,Correspondência Exata,Pauini
311140,1,Correspondência Exata,Campo Florido
311265,1,Correspondência Exata,Capitão Andrade
500020,1,Correspondência Exata,Água Clara
270770,1,Correspondência Exata,Rio Largo
220865,1,Correspondência Exata,Queimada Nova
270130,1,Correspondência Exata,Cajueiro
315727,1,Correspondência Exata,Santa Bárbara Do Monte Verde
411440,1,Correspondência Exata,Mangueirinha
411750,1,Correspondência Exata,Paiçandu
411090,1,Correspondência Exata,Itaguajé
311580,1,Correspondência Exata,Centralina
510625,1,Correspondência Exata,Nova Xavantina
241250,1,Correspondência Exata,São Miguel
261240,1,Correspondência Exata,Sanharó
316980,1,Correspondência Exata,Turvolândia
251380,1,Correspondência Exata,Santa Teresinha
510360,1,Correspondência Exata,Dom Aquino
412710,1,Correspondência Exata,Telêmaco Borba
316840,1,Correspondência Exata,Tarumirim
412030,1,Correspondência Exata,Porto Vitória
412140,1,Correspondência Exata,Realeza
510665,1,Correspondência Exata,Pontal Do Araguaia
